"","mirna","X4","interaction","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","Source","Significance","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"69171","Cluster_3301","FUN_026283","Cluster_3301 _ FUN_026283",837638,"Cluster_3301","FUN_026283",0.572095216847248,0.000114902514088955,0.0209569998129065,"5UTR","p < 0.05","ptg000020l:7170843-7227855","P16157","Ankyrin-1 (ANK-1) (Ankyrin-R) (Erythrocyte ankyrin)","Homo sapiens (Human)","cytoskeleton organization [GO:0007010]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; exocytosis [GO:0006887]; maintenance of epithelial cell apical/basal polarity [GO:0045199]; protein localization to plasma membrane [GO:0072659]; signal transduction [GO:0007165]","GO:0005198; GO:0005200; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0014731; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030507; GO:0031430; GO:0043005; GO:0044325; GO:0045199; GO:0051117; GO:0072659"
"69186","Cluster_3301","FUN_027589","Cluster_3301 _ FUN_027589",873593,"Cluster_3301","FUN_027589",0.525115127312317,0.000503302094633467,0.0472426784313423,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69194","Cluster_3301","FUN_029260","Cluster_3301 _ FUN_029260",932804,"Cluster_3301","FUN_029260",0.507284757175208,0.000835146498452836,0.0621046482361753,"5UTR","p < 0.05","ptg000022l:9677865-9688616","Q13905","Rap guanine nucleotide exchange factor 1 (CRK SH3-binding GNRP) (Guanine nucleotide-releasing factor 2) (Protein C3G)","Homo sapiens (Human)","cellular response to cAMP [GO:0071320]; cellular response to nerve growth factor stimulus [GO:1990090]; establishment of endothelial barrier [GO:0061028]; nerve growth factor signaling pathway [GO:0038180]; nervous system development [GO:0007399]; positive regulation of GTPase activity [GO:0043547]; positive regulation of neuron projection development [GO:0010976]; Rap protein signal transduction [GO:0032486]; Ras protein signal transduction [GO:0007265]; regulation of cell junction assembly [GO:1901888]; signal transduction [GO:0007165]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]","GO:0005085; GO:0005737; GO:0005769; GO:0005829; GO:0005886; GO:0007165; GO:0007169; GO:0007265; GO:0007399; GO:0010976; GO:0017124; GO:0032486; GO:0038180; GO:0043231; GO:0043547; GO:0061028; GO:0071320; GO:1901888; GO:1990090"
"69195","Cluster_3301","FUN_031330","Cluster_3301 _ FUN_031330",991301,"Cluster_3301","FUN_031330",0.721620313204537,1.48698559783804e-07,0.000308824976136433,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69196","Cluster_3301","FUN_031354","Cluster_3301 _ FUN_031354",991862,"Cluster_3301","FUN_031354",0.557440706494063,0.000186529891486134,0.0273747330535064,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69199","Cluster_3301","FUN_031646","Cluster_3301 _ FUN_031646",1003184,"Cluster_3301","FUN_031646",0.591380013326884,5.85823701324719e-05,0.0143715374082854,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69200","Cluster_3301","FUN_031975","Cluster_3301 _ FUN_031975",1017668,"Cluster_3301","FUN_031975",-0.59930264752158,4.3861718845714e-05,0.0123003945847304,"5UTR","p < 0.05","ptg000023l:27351283-27357303","Q7SX99","Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2)","Danio rerio (Zebrafish) (Brachydanio rerio)","cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; fumarate metabolic process [GO:0006106]; malate metabolic process [GO:0006108]; negative regulation of histone H3-K36 methylation [GO:0000415]; positive regulation of double-strand break repair via nonhomologous end joining [GO:2001034]; regulation of arginine metabolic process [GO:0000821]; tricarboxylic acid cycle [GO:0006099]; urea cycle [GO:0000050]","GO:0000050; GO:0000415; GO:0000821; GO:0004333; GO:0005634; GO:0005694; GO:0005739; GO:0005829; GO:0006099; GO:0006106; GO:0006108; GO:0006281; GO:0006974; GO:0045239; GO:2001034"
"69205","Cluster_3301","FUN_032861","Cluster_3301 _ FUN_032861",1056530,"Cluster_3301","FUN_032861",0.742432632954195,4.15885807709511e-08,0.000118203526362539,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69206","Cluster_3301","FUN_033033","Cluster_3301 _ FUN_033033",1062854,"Cluster_3301","FUN_033033",0.614721770465589,2.44167800679133e-05,0.00875168789060086,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69212","Cluster_3301","FUN_033683","Cluster_3301 _ FUN_033683",1079684,"Cluster_3301","FUN_033683",0.600588327796769,4.18191489890276e-05,0.0119433902034733,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69216","Cluster_3301","FUN_034268","Cluster_3301 _ FUN_034268",1106204,"Cluster_3301","FUN_034268",0.552909768720689,0.000215695143563588,0.0296695975806142,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69232","Cluster_3301","FUN_035491","Cluster_3301 _ FUN_035491",1518437,"Cluster_3301","FUN_035491",0.686387227972279,1.01116994604753e-06,0.00118468516501838,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69243","Cluster_3301","FUN_037056","Cluster_3301 _ FUN_037056",1204583,"Cluster_3301","FUN_037056",0.576069131719271,0.000100354874208078,0.0194168186865196,"5UTR","p < 0.05","ptg000026l:5077125-5079732","P35979","60S ribosomal protein L12","Mus musculus (Mouse)","cytoplasmic translation [GO:0002181]; translation [GO:0006412]; translation at postsynapse [GO:0140242]; translation at presynapse [GO:0140236]","GO:0002181; GO:0003735; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0005840; GO:0006412; GO:0014069; GO:0015934; GO:0022625; GO:0022626; GO:0045202; GO:0070180; GO:0098793; GO:0098794; GO:0140236; GO:0140242"
"69261","Cluster_3301","FUN_040472","Cluster_3301 _ FUN_040472",1327187,"Cluster_3301","FUN_040472",0.519390586160276,0.000593956447376696,0.0516203588605598,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69264","Cluster_3301","FUN_041588","Cluster_3301 _ FUN_041588",1358450,"Cluster_3301","FUN_041588",0.602837166772436,3.84533627594485e-05,0.011404442597686,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69275","Cluster_3301","FUN_043240","Cluster_3301 _ FUN_043240",1421078,"Cluster_3301","FUN_043240",0.55105596488566,0.000228767423165486,0.0306727411959333,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69325","Cluster_4034","FUN_006502","Cluster_4034 _ FUN_006502",222427,"Cluster_4034","FUN_006502",0.521020895994137,0.000566760375270754,0.0503709379856708,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69343","Cluster_4034","FUN_009610","Cluster_4034 _ FUN_009610",343960,"Cluster_4034","FUN_009610",0.577085242322401,9.69134131187448e-05,0.0190368417940748,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69356","Cluster_4034","FUN_016724","Cluster_4034 _ FUN_016724",568666,"Cluster_4034","FUN_016724",0.551597583025748,0.000224876309172776,0.0303847533621283,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69371","Cluster_4034","FUN_024959","Cluster_4034 _ FUN_024959",1498549,"Cluster_4034","FUN_024959",0.575925634498251,0.000100849698851931,0.0194843293932213,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69373","Cluster_4034","FUN_024976","Cluster_4034 _ FUN_024976",1498702,"Cluster_4034","FUN_024976",0.564116246951128,0.000150010198755978,0.0241944885445022,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69375","Cluster_4034","FUN_024993","Cluster_4034 _ FUN_024993",1498855,"Cluster_4034","FUN_024993",0.586966920458102,6.86051005649258e-05,0.0156575864851413,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69376","Cluster_4034","FUN_024996","Cluster_4034 _ FUN_024996",1498906,"Cluster_4034","FUN_024996",0.556429939790786,0.000192708892814453,0.027881662249633,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69379","Cluster_4034","FUN_025004","Cluster_4034 _ FUN_025004",1499161,"Cluster_4034","FUN_025004",0.601621749936685,4.02405080649743e-05,0.0117054504861217,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69405","Cluster_4034","FUN_030738","Cluster_4034 _ FUN_030738",1511044,"Cluster_4034","FUN_030738",0.564387886242774,0.00014867136716795,0.0240899411213225,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69450","Cluster_4036","FUN_004363","Cluster_4036 _ FUN_004363",59840,"Cluster_4036","FUN_004363",0.537302888418121,0.000350260029133694,0.0388058175957712,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69457","Cluster_4036","FUN_005074","Cluster_4036 _ FUN_005074",90950,"Cluster_4036","FUN_005074",0.536542857223204,0.000358412897615918,0.0393675602829119,"5UTR","p < 0.05","ntLink_8:30880789-30884454","Q95P04","GFP-like non-fluorescent chromoprotein (gtCP)","Goniopora tenuidens (Anemone coral) (Rhodaraea tenuidens)","bioluminescence [GO:0008218]","GO:0008218"
"69461","Cluster_4036","FUN_002801","Cluster_4036 _ FUN_002801",18173,"Cluster_4036","FUN_002801",0.618849976258435,2.07626442836217e-05,0.00797538425619919,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69470","Cluster_4036","FUN_008767","Cluster_4036 _ FUN_008767",309026,"Cluster_4036","FUN_008767",0.502503126400854,0.000952214432940754,0.066670176686928,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69481","Cluster_4036","FUN_009277","Cluster_4036 _ FUN_009277",327947,"Cluster_4036","FUN_009277",0.50580981996094,0.000869810486623397,0.0634948830443125,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69486","Cluster_4036","FUN_010894","Cluster_4036 _ FUN_010894",374765,"Cluster_4036","FUN_010894",0.546907739664778,0.000260637478842623,0.0329754215400861,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69489","Cluster_4036","FUN_012640","Cluster_4036 _ FUN_012640",435710,"Cluster_4036","FUN_012640",0.502905899058479,0.000941819482733382,0.0662605014142154,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69491","Cluster_4036","FUN_012903","Cluster_4036 _ FUN_012903",443156,"Cluster_4036","FUN_012903",0.560521575909396,0.000168782168355355,0.0258994060486691,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69498","Cluster_4036","FUN_014188","Cluster_4036 _ FUN_014188",475082,"Cluster_4036","FUN_014188",0.532605926495563,0.000403432214447059,0.0419216653461529,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69501","Cluster_4036","FUN_012113","Cluster_4036 _ FUN_012113",411332,"Cluster_4036","FUN_012113",0.502378117828231,0.000955461379414863,0.0668110798832592,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69517","Cluster_4036","FUN_018551","Cluster_4036 _ FUN_018551",620381,"Cluster_4036","FUN_018551",0.636641953108095,1.00470768280351e-05,0.00516243496257357,"5UTR","p < 0.05","ptg000012l:10735470-10736373","F8J3H2",NA,NA,NA,NA
"69522","Cluster_4036","FUN_017804","Cluster_4036 _ FUN_017804",1488350,"Cluster_4036","FUN_017804",0.524541438211736,0.000511792775318131,0.047652055375007,"5UTR","p < 0.05","ptg000012l:610154-611147","P51475","Pinopsin (Pineal gland-specific opsin) (P-opsin) (Pineal opsin)","Gallus gallus (Chicken)","absorption of visible light [GO:0016038]; cellular response to light stimulus [GO:0071482]; G protein-coupled receptor signaling pathway [GO:0007186]; phototransduction [GO:0007602]; visual perception [GO:0007601]","GO:0001750; GO:0005886; GO:0007186; GO:0007601; GO:0007602; GO:0008020; GO:0016020; GO:0016038; GO:0036064; GO:0042599; GO:0071482; GO:0097232"
"69532","Cluster_4036","FUN_023243","Cluster_4036 _ FUN_023243",722993,"Cluster_4036","FUN_023243",0.532492849555056,0.000404796964103395,0.041989723690464,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69544","Cluster_4036","FUN_026354","Cluster_4036 _ FUN_026354",839732,"Cluster_4036","FUN_026354",0.527045401792436,0.000475650929663649,0.0457798770540409,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69557","Cluster_4036","FUN_028899","Cluster_4036 _ FUN_028899",916283,"Cluster_4036","FUN_028899",0.562886811790109,0.000156206901469611,0.0247692789123179,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69572","Cluster_4036","FUN_031973","Cluster_4036 _ FUN_031973",1017569,"Cluster_4036","FUN_031973",0.551711894423156,0.000224062724309162,0.0303058360015871,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69583","Cluster_4036","FUN_029839","Cluster_4036 _ FUN_029839",957593,"Cluster_4036","FUN_029839",0.542367447439262,0.000300048831687293,0.0357377288888589,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69592","Cluster_4036","FUN_034490","Cluster_4036 _ FUN_034490",1113806,"Cluster_4036","FUN_034490",0.527208616274448,0.000473376418967918,0.045659583180835,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69605","Cluster_4036","FUN_037284","Cluster_4036 _ FUN_037284",1521296,"Cluster_4036","FUN_037284",0.601467148247164,4.04731722163874e-05,0.0117403103153805,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69617","Cluster_4036","FUN_040689","Cluster_4036 _ FUN_040689",1333004,"Cluster_4036","FUN_040689",0.520518417335542,0.00057502141452666,0.0507119127097069,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69627","Cluster_4036","FUN_041786","Cluster_4036 _ FUN_041786",1365593,"Cluster_4036","FUN_041786",0.537966338423553,0.000343279623377982,0.038427409682844,"5UTR","p < 0.05","ptg000035l:7509077-7520047","Q01887","Tyrosine-protein kinase RYK (EC 2.7.10.1) (Kinase VIK) (Met-related kinase) (NYK-R)","Mus musculus (Mouse)","axon extension involved in axon guidance [GO:0048846]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; cell proliferation in midbrain [GO:0033278]; chemorepulsion of axon [GO:0061643]; chemorepulsion of dopaminergic neuron axon [GO:0036518]; commissural neuron axon guidance [GO:0071679]; corpus callosum development [GO:0022038]; midbrain dopaminergic neuron differentiation [GO:1904948]; negative chemotaxis [GO:0050919]; negative regulation of axon extension involved in axon guidance [GO:0048843]; neuron differentiation [GO:0030182]; neuron projection development [GO:0031175]; planar cell polarity pathway involved in axon guidance [GO:1904938]; positive regulation of kinase activity [GO:0033674]; positive regulation of MAPK cascade [GO:0043410]; protein phosphorylation [GO:0006468]; skeletal system morphogenesis [GO:0048705]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation [GO:1904953]","GO:0004672; GO:0004888; GO:0005109; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0006468; GO:0007169; GO:0007409; GO:0007411; GO:0016020; GO:0016055; GO:0017147; GO:0022038; GO:0030182; GO:0031175; GO:0033278; GO:0033674; GO:0036518; GO:0042813; GO:0043235; GO:0043410; GO:0048705; GO:0048843; GO:0048846; GO:0050919; GO:0061643; GO:0071679; GO:1904938; GO:1904948; GO:1904953"
"69628","Cluster_4036","FUN_041246","Cluster_4036 _ FUN_041246",1344938,"Cluster_4036","FUN_041246",0.501815864835145,0.000970187173659199,0.0673803091999229,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69644","Cluster_4752","FUN_001234","Cluster_4752 _ FUN_001234",156996,"Cluster_4752","FUN_001234",-0.509380028080104,0.000788017004009385,0.0601773196164583,"5UTR","p < 0.05","ntLink_6:10091673-10102030","Q5R9C7","Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18)","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","signal peptide processing [GO:0006465]","GO:0004252; GO:0005787; GO:0006465"
"69655","Cluster_4752","FUN_001595","Cluster_4752 _ FUN_001595",173010,"Cluster_4752","FUN_001595",0.56745645136647,0.000134279210368579,0.022906627364503,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69673","Cluster_4752","FUN_000264","Cluster_4752 _ FUN_000264",118797,"Cluster_4752","FUN_000264",-0.649880189665848,5.67893195518477e-06,0.00368852758833087,"5UTR","p < 0.05","ntLink_6:884987-886628","O35182","Mothers against decapentaplegic homolog 6 (MAD homolog 6) (Mothers against DPP homolog 6) (Mad homolog 7) (SMAD family member 6) (SMAD 6) (Smad6)","Mus musculus (Mouse)","anatomical structure morphogenesis [GO:0009653]; aorta development [GO:0035904]; aortic valve morphogenesis [GO:0003180]; BMP signaling pathway [GO:0030509]; cardiac vascular smooth muscle cell development [GO:0060948]; cell differentiation [GO:0030154]; cell-substrate adhesion [GO:0031589]; coronary vasculature development [GO:0060976]; coronary vasculature morphogenesis [GO:0060977]; fat cell differentiation [GO:0045444]; heart valve development [GO:0003170]; immune response [GO:0006955]; mitral valve morphogenesis [GO:0003183]; negative regulation of apoptotic process [GO:0043066]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of ossification [GO:0030279]; negative regulation of osteoblast differentiation [GO:0045668]; negative regulation of pathway-restricted SMAD protein phosphorylation [GO:0060394]; negative regulation of SMAD protein complex assembly [GO:0010991]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; outflow tract septum morphogenesis [GO:0003148]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of vasoconstriction [GO:0045907]; pulmonary valve morphogenesis [GO:0003184]; response to estrogen [GO:0043627]; response to laminar fluid shear stress [GO:0034616]; response to lipopolysaccharide [GO:0032496]; SMAD protein signal transduction [GO:0060395]; transforming growth factor beta receptor signaling pathway [GO:0007179]; ureteric bud development [GO:0001657]; vasoconstriction [GO:0042310]; ventricular septum development [GO:0003281]; zygotic specification of dorsal/ventral axis [GO:0007352]","GO:0000976; GO:0001657; GO:0003148; GO:0003170; GO:0003180; GO:0003183; GO:0003184; GO:0003281; GO:0003682; GO:0005634; GO:0005654; GO:0005794; GO:0005829; GO:0006955; GO:0007179; GO:0007352; GO:0008285; GO:0009653; GO:0010991; GO:0016604; GO:0030154; GO:0030279; GO:0030509; GO:0030512; GO:0030514; GO:0031589; GO:0031625; GO:0032496; GO:0032991; GO:0034616; GO:0034713; GO:0035904; GO:0042310; GO:0042802; GO:0043066; GO:0043627; GO:0045444; GO:0045668; GO:0045907; GO:0046872; GO:0060394; GO:0060395; GO:0060948; GO:0060976; GO:0060977; GO:0070410; GO:0070411; GO:0070412; GO:0070698; GO:0071144; GO:0140416; GO:1902895"
"69675","Cluster_4752","FUN_001149","Cluster_4752 _ FUN_001149",152712,"Cluster_4752","FUN_001149",-0.526702915984691,0.000480455530321609,0.0459783180698605,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69688","Cluster_4752","FUN_004131","Cluster_4752 _ FUN_004131",49080,"Cluster_4752","FUN_004131",-0.527685668771231,0.000466784040073531,0.0453386290268816,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69690","Cluster_4752","FUN_004170","Cluster_4752 _ FUN_004170",50559,"Cluster_4752","FUN_004170",-0.610798732015089,2.84236469837561e-05,0.0095423092135113,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69691","Cluster_4752","FUN_004172","Cluster_4752 _ FUN_004172",50661,"Cluster_4752","FUN_004172",-0.507943869096531,0.000820057501603512,0.0614410218753263,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69693","Cluster_4752","FUN_004186","Cluster_4752 _ FUN_004186",51630,"Cluster_4752","FUN_004186",-0.529509884719698,0.000442326363857633,0.044123219114163,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69701","Cluster_4752","FUN_004421","Cluster_4752 _ FUN_004421",62442,"Cluster_4752","FUN_004421",-0.500322177076033,0.00101029188326612,0.0687831750494642,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69704","Cluster_4752","FUN_004498","Cluster_4752 _ FUN_004498",66573,"Cluster_4752","FUN_004498",-0.597646365859857,4.66267391260989e-05,0.0127355125369907,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69708","Cluster_4752","FUN_004832","Cluster_4752 _ FUN_004832",80394,"Cluster_4752","FUN_004832",0.568143969847035,0.000131232570571586,0.022623351736153,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69712","Cluster_4752","FUN_005025","Cluster_4752 _ FUN_005025",87789,"Cluster_4752","FUN_005025",-0.520755551899831,0.000571109478512778,0.0505431188348506,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69717","Cluster_4752","FUN_005367","Cluster_4752 _ FUN_005367",102273,"Cluster_4752","FUN_005367",-0.530515412354353,0.000429341371682476,0.0434177084542423,"5UTR","p < 0.05",NA,NA,NA,NA,NA,NA
"69747","Cluster_4752","FUN_006987","Cluster_4752 _ FUN_006987",244257,"Cluster_4752","FUN_006987",0.559653507204521,0.00017362181476142,0.0263034211010461,"5UTR","p < 0.05","ptg000001l:19075408-19081929","O60841","Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)","Homo sapiens (Human)","regulation of translational initiation [GO:0006446]; translational initiation [GO:0006413]","GO:0003723; GO:0003743; GO:0003924; GO:0005525; GO:0005737; GO:0005739; GO:0005829; GO:0006413; GO:0006446; GO:0045202; GO:0046872"
